gutenberg_id,text,title
41360,    moderations given these prohibitions--Prohibition of,Elementary Forms
41360,    contact--The sacred character of the animal is less marked,Elementary Forms
41360,    than that of the emblem                                          128,Elementary Forms
41360,,Elementary Forms
41360,  II.--The man--His relationship with the totemic animal or,Elementary Forms
41360,    plant--Different myths explaining this relationship--The sacred,Elementary Forms
41360,    character of the man is more apparent in certain parts of the,Elementary Forms
41360,"    organism: the blood, hair, etc.--How this character varies with",Elementary Forms
41360,    sex and age--Totemism is not plant or animal worship             134,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER III,Elementary Forms
41360,,Elementary Forms
41360,  TOTEMIC BELIEFS--(_continued_),Elementary Forms
41360,,Elementary Forms
41360,  _The Cosmological System of Totemism and the Idea of Class_,Elementary Forms
41360,,Elementary Forms
41360,"  I.--The classification of things into clans, phratries and classes 141",Elementary Forms
41360,,Elementary Forms
41360,  II.--Genesis of the notion of class: the first classifications of,Elementary Forms
41360,    things take their forms from society--Differences between the,Elementary Forms
41360,    sentiment of the differences of things and the idea of class--,Elementary Forms
41360,    Why this is of social origin                                     144,Elementary Forms
41360,,Elementary Forms
41360,  III.--Religious significance of these classifications: all of,Elementary Forms
41360,    the things classified into a clan partake of the nature of the,Elementary Forms
41360,    totem and its sacred character--The cosmological system of,Elementary Forms
41360,    totemism--Totemism as the tribal religion                        148,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER IV,Elementary Forms
41360,,Elementary Forms
41360,  TOTEMIC BELIEFS--(_end_),Elementary Forms
41360,,Elementary Forms
41360,  _The Individual Totem and the Sexual Totem_,Elementary Forms
41360,,Elementary Forms
41360,  I.--Individual totem as a forename; its sacred character--,Elementary Forms
41360,    Individual totem as personal emblem--Bonds between the man and,Elementary Forms
41360,    his individual totem--Relations with the collective totem        157,Elementary Forms
41360,,Elementary Forms
41360,  II.--The totems of sexual groups--Resemblances and differences,Elementary Forms
41360,    with the collective and individual totems--Their tribal nature   165,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER V,Elementary Forms
41360,,Elementary Forms
41360,  ORIGINS OF THESE BELIEFS,Elementary Forms
41360,,Elementary Forms
41360,  _Critical Examination of Preceding Theories_,Elementary Forms
41360,,Elementary Forms
41360,  I.--Theories which derive totemism from a previous religion: from,Elementary Forms
41360,    the ancestor cult (Wilken and Tylor); from the nature cult,Elementary Forms
41360,    (Jevons)--Criticism of these theories                            168,Elementary Forms
41360,,Elementary Forms
41360,  II.--Theories which derive collective totemism from individual,Elementary Forms
41360,    totemism--Origins attributed by these theories to the,Elementary Forms
41360,"    individual totem (Frazer, Boas, Hill Tout)--Improbability",Elementary Forms
41360,    of these hypotheses--Reasons showing the priority of the,Elementary Forms
41360,    collective totem                                                 172,Elementary Forms
41360,,Elementary Forms
41360,  III.--Recent theory of Frazer: _conceptional_ and local,Elementary Forms
41360,    totemism--The begging of the question upon which it rests--The,Elementary Forms
41360,    religious character of the totem is denied--Local totemism is,Elementary Forms
41360,    not primitive                                                    180,Elementary Forms
41360,,Elementary Forms
41360,  IV.--Theory of Lang: that the totem is only a name--Difficulties,Elementary Forms
41360,    in explaining the religious character of totemic practices from,Elementary Forms
41360,    this point of view                                               184,Elementary Forms
41360,,Elementary Forms
41360,  V.--All these theories explain totemism only by postulating other,Elementary Forms
41360,    religious notions anterior to it                                 186,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER VI,Elementary Forms
41360,,Elementary Forms
41360,  ORIGINS OF THESE BELIEFS--(_continued_),Elementary Forms
41360,,Elementary Forms
41360,"  _The Notion of the Totemic Principle, or Mana, and the Idea of",Elementary Forms
41360,  Force_,Elementary Forms
41360,,Elementary Forms
41360,  I.--The notion of the totemic force or principle--Its ubiquity--,Elementary Forms
41360,    Its character at once physical and moral                         188,Elementary Forms
41360,,Elementary Forms
41360,  II.--Analogous conceptions in other inferior societies--The gods,Elementary Forms
41360,"    in Samoa, the wakan of the Sioux, the orenda of the Iroquois,",Elementary Forms
41360,    the mana of Melanesia--Connection of these notions with,Elementary Forms
41360,    totemism--The Arunkulta of the Arunta                            191,Elementary Forms
41360,,Elementary Forms
41360,  III.--Logical priority of impersonal force over the different,Elementary Forms
41360,    mythical personalities--Recent theories which tend to admit,Elementary Forms
41360,    this priority                                                    198,Elementary Forms
41360,,Elementary Forms
41360,  IV.--The notion of religious force is the prototype of that of,Elementary Forms
41360,    force in general                                                 203,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER VII,Elementary Forms
41360,,Elementary Forms
41360,  ORIGINS OF THESE BELIEFS--(_end_),Elementary Forms
41360,,Elementary Forms
41360,  _Origin of the Idea of the Totemic Principle or Mana_,Elementary Forms
41360,,Elementary Forms
41360,"  I.--The totemic principle is the clan, but thought of under a",Elementary Forms
41360,    more empirical form                                              205,Elementary Forms
41360,,Elementary Forms
41360,  II.--General reasons for which society is apt to awaken the,Elementary Forms
41360,    sensation of the sacred and the divine--Society as an,Elementary Forms
41360,    imperative moral force; the notion of moral authority--Society,Elementary Forms
41360,    as a force which raises the individual outside of himself--,Elementary Forms
41360,    Facts which prove that society creates the sacred                206,Elementary Forms
41360,,Elementary Forms
41360,  III.--Reasons peculiar to Australian societies--The two phases,Elementary Forms
41360,    through which the life of these societies alternatively passes:,Elementary Forms
41360,"    dispersion, concentration--Great collective effervescence",Elementary Forms
41360,    during the periods of concentration--Examples--How the,Elementary Forms
41360,    religious idea is born out of this effervescence                 214,Elementary Forms
41360,,Elementary Forms
41360,  Why collective force has been thought of under totemic forms: it,Elementary Forms
41360,    is the totem that is the emblem of the clan--Explanation of the,Elementary Forms
41360,    principal totemic beliefs                                        219,Elementary Forms
41360,,Elementary Forms
41360,  IV.--Religion is not the product of fear--It expresses something,Elementary Forms
41360,    real--Its essential idealism--This idealism is a general,Elementary Forms
41360,    characteristic of collective mentality--Explanation of the,Elementary Forms
41360,    external character of religious forces in relation to their,Elementary Forms
41360,    subjects--The principle that _the part is equal to the whole_    223,Elementary Forms
41360,,Elementary Forms
41360,  V.--Origin of the notion of emblem: emblems a necessary condition,Elementary Forms
41360,    of collective representations--Why the clan has taken its,Elementary Forms
41360,    emblems from the animal and vegetable kingdoms                   230,Elementary Forms
41360,,Elementary Forms
41360,  VI.--The proneness of the primitive to confound the kingdoms and,Elementary Forms
41360,    classes which we distinguish--Origins of these confusions--How,Elementary Forms
41360,    they have blazed the way for scientific explanations--They do,Elementary Forms
41360,    not exclude the tendency towards distinction and opposition      234,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER VIII,Elementary Forms
41360,,Elementary Forms
41360,  THE IDEA OF THE SOUL,Elementary Forms
41360,,Elementary Forms
41360,  I.--Analysis of the idea of the soul in the Australian societies   240,Elementary Forms
41360,,Elementary Forms
41360,  II.--Genesis of this idea--The doctrine of reincarnation,Elementary Forms
41360,    according to Spencer and Gillen: it implies that the soul is,Elementary Forms
41360,    a part of the totemic principle--Examination of the facts,Elementary Forms
41360,    collected by Strehlow; they confirm the totemic nature of,Elementary Forms
41360,    the soul                                                         246,Elementary Forms
41360,,Elementary Forms
41360,  III.--Generality of the doctrine of reincarnation--Diverse facts,Elementary Forms
41360,    in support of the proposed genesis                               256,Elementary Forms
41360,,Elementary Forms
41360,  IV.--Antithesis of the soul and the body: what there is objective,Elementary Forms
41360,    in this--Relations of the individual soul with the collective,Elementary Forms
41360,    soul--The idea of the soul is not chronologically after that,Elementary Forms
41360,    of mana                                                          262,Elementary Forms
41360,,Elementary Forms
41360,  V.--Hypothesis to explain the belief in its survival               267,Elementary Forms
41360,,Elementary Forms
41360,  VI.--The idea of a soul and the idea of a person; impersonal,Elementary Forms
41360,    elements in the personality                                      269,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER IX,Elementary Forms
41360,,Elementary Forms
41360,  THE IDEA OF SPIRITS AND GODS,Elementary Forms
41360,,Elementary Forms
41360,  I.--Difference between a soul and a spirit--The souls of the,Elementary Forms
41360,"    mythical ancestors are spirits, having determined functions--",Elementary Forms
41360,"    Relations between the ancestral spirit, the individual soul",Elementary Forms
41360,    and the individual totem--Explanation of this latter--Its,Elementary Forms
41360,    sociological significance                                        273,Elementary Forms
41360,,Elementary Forms
41360,  II.--Spirits and magic                                             281,Elementary Forms
41360,,Elementary Forms
41360,  III.--The civilizing heroes                                        283,Elementary Forms
41360,,Elementary Forms
41360,  IV.--The great gods--Their origin--Their relations with the,Elementary Forms
41360,    totemic system--Their tribal and international character         285,Elementary Forms
41360,,Elementary Forms
41360,  V.--Unity of the totemic system                                    295,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,BOOK III,Elementary Forms
41360,,Elementary Forms
41360,THE PRINCIPAL RITUAL ATTITUDES,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER I,Elementary Forms
41360,,Elementary Forms
41360,  THE NEGATIVE CULT AND ITS FUNCTIONS,Elementary Forms
41360,,Elementary Forms
41360,  THE ASCETIC RITES,Elementary Forms
41360,,Elementary Forms
41360,  I.--The system of interdictions--Magic and religious,Elementary Forms
41360,    interdictions--Interdictions between sacred things of different,Elementary Forms
41360,    sorts--Interdictions between sacred and profane--These latter,Elementary Forms
41360,    are the basis of the negative cult--Leading types of these,Elementary Forms
41360,    interdictions; their reduction to two essential types            299,Elementary Forms
41360,,Elementary Forms
41360,  II.--The observance of interdictions modifies the religious state,Elementary Forms
41360,    of individuals--Cases where this efficacy is especially,Elementary Forms
41360,    apparent: ascetic practices--The religious efficacy of sorrow--,Elementary Forms
41360,    Social function of asceticism                                    309,Elementary Forms
41360,,Elementary Forms
41360,  III.--Explanation of the system of interdictions: antagonism of,Elementary Forms
41360,"    the sacred and the profane, contagiousness of the sacred         317",Elementary Forms
41360,,Elementary Forms
41360,  IV.--Causes of this contagiousness--It cannot be explained by,Elementary Forms
41360,    the laws of the association of ideas--It is because religious,Elementary Forms
41360,    forces are outside of their subjects--Logical interest in this,Elementary Forms
41360,    property of religious forces                                     321,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER II,Elementary Forms
41360,,Elementary Forms
41360,  THE POSITIVE CULT,Elementary Forms
41360,,Elementary Forms
41360,  I.--_The Elements of Sacrifice_,Elementary Forms
41360,,Elementary Forms
41360,  The Intichiuma ceremony in the tribes of Central Australia--,Elementary Forms
41360,    Different forms which it presents                                326,Elementary Forms
41360,,Elementary Forms
41360,  I.--The Arunta Form--The two phases--Analysis of the first: visit,Elementary Forms
41360,"    to sacred places, scattering of sacred dust, shedding of blood,",Elementary Forms
41360,"    etc., to assure the reproduction of the totemic species          327",Elementary Forms
41360,,Elementary Forms
41360,  II.--Second phase: ritual consumption of the totemic plant or,Elementary Forms
41360,    animal                                                           333,Elementary Forms
41360,,Elementary Forms
41360,  III.--Interpretation of the complete ceremony--The second rite,Elementary Forms
41360,    consists in a communion meal--Reason for this communion          336,Elementary Forms
41360,,Elementary Forms
41360,  IV.--The rites of the first phase consists in oblations--Analogies,Elementary Forms
41360,    with sacrificial oblations--The Intichiuma thus contains the two,Elementary Forms
41360,    elements of sacrifice--Interest of these facts for the theory of,Elementary Forms
41360,    sacrifice                                                        340,Elementary Forms
41360,,Elementary Forms
41360,  V.--On the pretended absurdity of sacrificial oblations--How,Elementary Forms
41360,    they are explained: dependence of sacred beings upon their,Elementary Forms
41360,    worshippers--Explanation of the circle in which sacrifice seems,Elementary Forms
41360,    to move--Origin of the periodicity of positive rites             344,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER III,Elementary Forms
41360,,Elementary Forms
41360,  THE POSITIVE CULT--(_continued_),Elementary Forms
41360,,Elementary Forms
41360,  II.--_Imitative Rites and the Principle of Causality_,Elementary Forms
41360,,Elementary Forms
41360,  I.--Nature of the imitative rites--Examples of ceremonies where,Elementary Forms
41360,    they are employed to assure the fertility of the species         351,Elementary Forms
41360,,Elementary Forms
41360,  II.--They rest upon the principle: _like produces like_--,Elementary Forms
41360,    Examination of the explanation of this given by the,Elementary Forms
41360,    anthropological school--Reasons why they imitate the animal,Elementary Forms
41360,    or plant--Reasons for attributing a physical efficacy to these,Elementary Forms
41360,    gestures--Faith--In what sense it is founded upon experience--,Elementary Forms
41360,    The principles of magic are born in religion                     355,Elementary Forms
41360,,Elementary Forms
41360,  III.--The preceding principle considered as one of the first,Elementary Forms
41360,    statements of the principle of causality--Social conditions,Elementary Forms
41360,    upon which this latter depends--The idea of impersonal force or,Elementary Forms
41360,    power is of social origin--The necessity for the conception of,Elementary Forms
41360,    causality explained by the authority inherent in social,Elementary Forms
41360,    imperatives                                                      362,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER IV,Elementary Forms
41360,,Elementary Forms
41360,  THE POSITIVE CULT--(_continued_),Elementary Forms
41360,,Elementary Forms
41360,  III.--_Representative or Commemorative Rites_,Elementary Forms
41360,,Elementary Forms
41360,  I.--Representative rites with physical efficacy--Their relations,Elementary Forms
41360,    with the ceremonies already described--Their action is wholly,Elementary Forms
41360,    moral                                                            371,Elementary Forms
41360,,Elementary Forms
41360,  II.--Representative rites without physical efficacy--They confirm,Elementary Forms
41360,    the preceding results--The element of recreation in religion:,Elementary Forms
41360,    its importance; its reason for existence--The idea of a feast    376,Elementary Forms
41360,,Elementary Forms
41360,  III.--Ambiguity of function in the various ceremonies studied;,Elementary Forms
41360,    they substitute themselves for each other--How this ambiguity,Elementary Forms
41360,    confirms the theory proposed                                     383,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,  CHAPTER V,Elementary Forms
41360,,Elementary Forms
41360,  PIACULAR RITES AND THE AMBIGUITY OF THE NOTION OF SACREDNESS,Elementary Forms
41360,,Elementary Forms
41360,  Definition of the piacular rite 389,Elementary Forms
41360,,Elementary Forms
41360,  I.--Positive rites of mourning--Description of these rites         390,Elementary Forms
41360,,Elementary Forms
41360,  II.--How they are explained--They are not a manifestation of,Elementary Forms
41360,    private sentiments--The malice attributed to the souls of the,Elementary Forms
41360,    dead cannot account for them either--They correspond to the,Elementary Forms
41360,    state of mind in which the group happens to be--Analysis of,Elementary Forms
41360,    this state--How it ends by mourning--Corresponding changes in,Elementary Forms
41360,    the way in which the souls of the dead are conceived             396,Elementary Forms
41360,,Elementary Forms
41360,"  III.--Other piacular rites; after a public mourning, a poor",Elementary Forms
41360,"    harvest, a drought, the southern lights--Rarity of these rites",Elementary Forms
41360,    in Australia--How they are explained                             403,Elementary Forms
41360,,Elementary Forms
41360,  IV.--The two forms of the sacred: the pure and the impure--Their,Elementary Forms
41360,    antagonism--Their relationship--Ambiguity of the idea of the,Elementary Forms
41360,    sacred--All rites present the same character                     409,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,CONCLUSION,Elementary Forms
41360,,Elementary Forms
41360,  To what extent the results obtained may be generalized             415,Elementary Forms
41360,,Elementary Forms
41360,  I.--Religion rests upon an experience that is well founded but,Elementary Forms
41360,    not privileged--Necessity of a science to reach the reality at,Elementary Forms
41360,    the bottom of this experience--What is this reality?--The human,Elementary Forms
41360,    groups--Human meaning of religion--Concerning the objection,Elementary Forms
41360,    which opposes the ideal society to the real society              416,Elementary Forms
41360,,Elementary Forms
41360,  How religious individualism and cosmopolitanism are explained in,Elementary Forms
41360,    this theory                                                      424,Elementary Forms
41360,,Elementary Forms
41360,  II.--The eternal element in religion--Concerning the conflict,Elementary Forms
41360,    between science and religion; it has to do solely with the,Elementary Forms
41360,    speculative side of religion--What this side seems destined to,Elementary Forms
41360,    become                                                           427,Elementary Forms
41360,,Elementary Forms
41360,"  III.--How has society been able to be the source of logical,",Elementary Forms
41360,"    that is to say conceptual, thought? Definition of the concept:",Elementary Forms
41360,    not to be confounded with the general idea; characterized by,Elementary Forms
41360,    its impersonality and communicability--It has a collective,Elementary Forms
41360,    origin--The analysis of its contents bears witness in the same,Elementary Forms
41360,    sense Collective representations as types of ideas which,Elementary Forms
41360,    individuals accept--In regard to the objection that they are,Elementary Forms
41360,    impersonal only on condition of being true--Conceptual thought,Elementary Forms
41360,    is coeval with humanity                                          431,Elementary Forms
41360,,Elementary Forms
41360,  IV.--How the categories express social things--The chief category,Elementary Forms
41360,    is the concept of totality which could be suggested only by,Elementary Forms
41360,    society--Why the relations expressed by the categories could,Elementary Forms
41360,    become conscious only in society--Society is not an a-logical,Elementary Forms
41360,    being--How the categories tend to detach themselves from,Elementary Forms
41360,    geographically determined groups                                 439,Elementary Forms
41360,,Elementary Forms
41360,"  The unity of science on the one hand, and of morals and religion",Elementary Forms
41360,    on the other--How the society accounts for this unity--,Elementary Forms
41360,    Explanation of the role attributed to society: its creative,Elementary Forms
41360,    power--Reactions of sociology upon the science of man            445,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,THE ELEMENTARY FORMS OF THE RELIGIOUS LIFE,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,INTRODUCTION,Elementary Forms
41360,,Elementary Forms
41360,SUBJECT OF OUR STUDY: RELIGIOUS SOCIOLOGY AND THE THEORY OF KNOWLEDGE,Elementary Forms
41360,,Elementary Forms
41360,,Elementary Forms
41360,In this book we propose to study the most primitive and simple religion,Elementary Forms
41360,"which is actually known, to make an analysis of it, and to attempt an",Elementary Forms
41360,explanation of it. A religious system may be said to be the most,Elementary Forms
41360,primitive which we can observe when it fulfils the two following,Elementary Forms
41360,"conditions: in the first place, when it is found in a society whose",Elementary Forms
41360,"organization is surpassed by no others in simplicity;[1] and secondly,",Elementary Forms
41360,when it is possible to explain it without making use of any element,Elementary Forms
41360,borrowed from a previous religion.,Elementary Forms
41360,,Elementary Forms
41360,We shall set ourselves to describe the organization of this system with,Elementary Forms
41360,all the exactness and fidelity that an ethnographer or an historian,Elementary Forms
41360,could give it. But our task will not be limited to that: sociology,Elementary Forms
41360,raises other problems than history or ethnography. It does not seek to,Elementary Forms
41360,know the passed forms of civilization with the sole end of knowing them,Elementary Forms
41360,"and reconstructing them. But rather, like every positive science, it has",Elementary Forms
41360,as its object the explanation of some actual reality which is near to,Elementary Forms
41360,"us, and which consequently is capable of affecting our ideas and our",Elementary Forms
41360,"acts: this reality is man, and more precisely, the man of to-day, for",Elementary Forms
41360,there is nothing which we are more interested in knowing. Then we are,Elementary Forms
41360,not going to study a very archaic religion simply for the pleasure of,Elementary Forms
41360,telling its peculiarities and its singularities. If we have taken it as,Elementary Forms
41360,"the subject of our research, it is because it has seemed to us better",Elementary Forms
41360,adapted than any other to lead to an understanding of the religious,Elementary Forms
41360,"nature of man, that is to say, to show us an essential and permanent",Elementary Forms
41360,aspect of humanity.,Elementary Forms
41360,,Elementary Forms
41360,But this proposition is not accepted before the raising of strong,Elementary Forms
41360,"objections. It seems very strange that one must turn back, and be",Elementary Forms
41360,"transported to the very beginnings of history, in order to arrive at an",Elementary Forms
41360,understanding of humanity as it is at present. This manner of procedure,Elementary Forms
41360,seems particularly paradoxical in the question which concerns us. In,Elementary Forms
41360,"fact, the various religions generally pass as being quite unequal in",Elementary Forms
41360,value and dignity; it is said that they do not all contain the same,Elementary Forms
41360,quota of truth. Then it seems as though one could not compare the,Elementary Forms
